模拟值,模拟类型,源
0.8484174212338862,all,GRS 1915+105
0.8635458868964557,all,GRS 1915+105
0.8798375653349684,all,GRS 1915+105
0.8863171184640765,all,GRS 1915+105
0.8745337742487078,all,GRS 1915+105
0.8634230291881374,all,GRS 1915+105
0.8669118669762991,all,GRS 1915+105
0.8631681109602178,all,GRS 1915+105
0.8481238215743583,all,GRS 1915+105
0.8633573869840528,all,GRS 1915+105
0.8436450111449668,all,GRS 1915+105
0.8612008802215059,all,GRS 1915+105
0.8867235241036466,all,GRS 1915+105
0.8749314587303586,all,GRS 1915+105
0.8496147718285703,all,GRS 1915+105
0.8619497784901868,all,GRS 1915+105
0.8509015434795563,all,GRS 1915+105
0.8620935503614304,all,GRS 1915+105
0.8780960633396061,all,GRS 1915+105
0.8724686151054936,all,GRS 1915+105
0.8990200891708073,all,GRS 1915+105
0.8802909223363597,all,GRS 1915+105
0.8659580055256265,all,GRS 1915+105
0.8728186746249328,all,GRS 1915+105
0.8600645739743417,all,GRS 1915+105
0.8466511884172458,all,GRS 1915+105
0.881933760385169,all,GRS 1915+105
0.8776303764155089,all,GRS 1915+105
0.8595047138883876,all,GRS 1915+105
0.8669720681855044,all,GRS 1915+105
0.8809936182170797,all,GRS 1915+105
0.8752720956799873,all,GRS 1915+105
0.8417850318568794,all,GRS 1915+105
0.8665324903116024,all,GRS 1915+105
0.8605693428804188,all,GRS 1915+105
0.8791385101375109,all,GRS 1915+105
0.8779501197123486,all,GRS 1915+105
0.8821198135085816,all,GRS 1915+105
0.8467905320885569,all,GRS 1915+105
0.8516303827561845,all,GRS 1915+105
0.8791541953239639,all,GRS 1915+105
0.8544211356775345,all,GRS 1915+105
0.8409392217767425,all,GRS 1915+105
0.870722649070404,all,GRS 1915+105
0.8550653326161434,all,GRS 1915+105
0.8889519661694718,all,GRS 1915+105
0.8672946760328327,all,GRS 1915+105
0.8653237596563041,all,GRS 1915+105
0.8576459635715715,all,GRS 1915+105
0.886067112341941,all,GRS 1915+105
0.8681990396684024,all,GRS 1915+105
0.857076756986735,all,GRS 1915+105
0.851485786254221,all,GRS 1915+105
0.8619346407088189,all,GRS 1915+105
0.8488241208612554,all,GRS 1915+105
0.8779187229043447,all,GRS 1915+105
0.9619165794597576,all,GRS 1915+105
0.9786048597166693,all,GRS 1915+105
0.9861013354508793,all,GRS 1915+105
0.9834211942010965,all,GRS 1915+105
0.9728271702698433,all,GRS 1915+105
0.9866025870670655,all,GRS 1915+105
0.9711396061161409,all,GRS 1915+105
0.9797761534350319,all,GRS 1915+105
0.9865184157198036,all,GRS 1915+105
0.9846291277949312,all,GRS 1915+105
0.9732496098858053,all,GRS 1915+105
0.9919749451656437,all,GRS 1915+105
0.9808669457148553,all,GRS 1915+105
0.9874299541093915,all,GRS 1915+105
0.9952910100667325,all,GRS 1915+105
0.9911752054877461,all,GRS 1915+105
0.9912012940633104,all,GRS 1915+105
0.9819267992984947,all,GRS 1915+105
0.987939351209105,all,GRS 1915+105
0.9821359657456431,all,GRS 1915+105
0.9679067553222158,all,GRS 1915+105
0.9830274379250504,all,GRS 1915+105
0.9825636098373847,all,GRS 1915+105
0.9858372936152182,all,GRS 1915+105
0.978720030247866,all,GRS 1915+105
0.9723854444323615,all,GRS 1915+105
0.9865650608317522,all,GRS 1915+105
0.9668672771274776,all,GRS 1915+105
0.9945881913585647,all,GRS 1915+105
0.9776858193879501,all,GRS 1915+105
0.9824552817205616,all,GRS 1915+105
0.9855855815328157,all,GRS 1915+105
0.9859068804484419,all,GRS 1915+105
0.9659101570004827,all,GRS 1915+105
0.9882408658054426,all,GRS 1915+105
0.9830315382837627,all,GRS 1915+105
0.9736473861544139,all,GRS 1915+105
0.9725033304905408,all,GRS 1915+105
0.9766594691794315,all,GRS 1915+105
0.967012583133895,all,GRS 1915+105
0.9972226739098702,all,GRS 1915+105
0.9948615132514335,all,GRS 1915+105
0.9845170020097593,all,GRS 1915+105
0.9777660158365791,all,GRS 1915+105
0.978028920120626,all,GRS 1915+105
0.9875806570617397,all,GRS 1915+105
0.9975782689950194,all,GRS 1915+105
0.9742960326040325,all,GRS 1915+105
0.9688241395737668,all,GRS 1915+105
0.9954764077359527,all,GRS 1915+105
0.9621286141241555,all,GRS 1915+105
0.9699146919174735,all,GRS 1915+105
0.9775314210748914,all,GRS 1915+105
0.9643956653219496,all,GRS 1915+105
0.991121490628066,all,GRS 1915+105
0.988569052705051,all,GRS 1915+105
0.9742520677278468,all,GRS 1915+105
0.9927961411917775,all,GRS 1915+105
0.9944929242840382,all,GRS 1915+105
0.9788682935170994,all,GRS 1915+105
0.97549331822432,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9872116182208416,all,GRS 1915+105
0.9825632465296885,all,GRS 1915+105
0.9936354594663961,all,GRS 1915+105
0.9830193063500302,all,GRS 1915+105
0.9749437941408081,all,GRS 1915+105
0.9808015976048755,all,GRS 1915+105
0.9903865428731974,all,GRS 1915+105
0.9600781443365078,all,GRS 1915+105
0.9771196926056078,all,GRS 1915+105
0.993830573985816,all,GRS 1915+105
0.9748813159890648,all,GRS 1915+105
0.9954610856043141,all,GRS 1915+105
0.9941474381935981,all,GRS 1915+105
0.9793447088451105,all,GRS 1915+105
0.9743146069511099,all,GRS 1915+105
0.9771264112585036,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9987442444693324,all,GRS 1915+105
0.9812539097180674,all,GRS 1915+105
0.9739184644837959,all,GRS 1915+105
0.9811704103558126,all,GRS 1915+105
0.9824382692661676,all,GRS 1915+105
0.9675664126239064,all,GRS 1915+105
0.9808004126921526,all,GRS 1915+105
0.9932240432481173,all,GRS 1915+105
0.9620064331878353,all,GRS 1915+105
0.9882658396513725,all,GRS 1915+105
0.9937479797005477,all,GRS 1915+105
0.9743944265490563,all,GRS 1915+105
0.9969417575819105,all,GRS 1915+105
0.9730966293755166,all,GRS 1915+105
0.984410826618604,all,GRS 1915+105
0.9769322731533637,all,GRS 1915+105
0.976930036428374,all,GRS 1915+105
0.9738270093024195,all,GRS 1915+105
0.9869857548086202,all,GRS 1915+105
0.9884880545773145,all,GRS 1915+105
0.9793557780042281,all,GRS 1915+105
0.9664003178632773,all,GRS 1915+105
0.9840317016663439,all,GRS 1915+105
0.9842201435941069,all,GRS 1915+105
0.9778328498861357,all,GRS 1915+105
0.998672312871808,all,GRS 1915+105
0.9643607073509934,all,GRS 1915+105
0.9578271628974643,all,GRS 1915+105
0.9726916510030232,all,GRS 1915+105
0.9871042453409145,all,GRS 1915+105
0.9694415536256615,all,GRS 1915+105
0.9701902908147392,all,GRS 1915+105
0.9895102133617816,all,GRS 1915+105
0.9846254792279775,all,GRS 1915+105
0.983770609096284,all,GRS 1915+105
0.9878142891946553,all,GRS 1915+105
0.9757480704672712,all,GRS 1915+105
0.9762101592594181,all,GRS 1915+105
0.9880977927256143,all,GRS 1915+105
0.966551132192188,all,GRS 1915+105
0.9585728015360145,all,GRS 1915+105
0.9756671582637214,all,GRS 1915+105
0.9893087328906569,all,GRS 1915+105
0.982555596989868,all,GRS 1915+105
0.9885729150412301,all,GRS 1915+105
0.9598370568957684,all,GRS 1915+105
0.9831549680832349,all,GRS 1915+105
0.9865386450464237,all,GRS 1915+105
0.9664920257738931,all,GRS 1915+105
0.9886205759054655,all,GRS 1915+105
0.9788848110349421,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9582276393110326,all,GRS 1915+105
0.9936911436767475,all,GRS 1915+105
0.9760584190347392,all,GRS 1915+105
0.9638284828555995,all,GRS 1915+105
0.9747304485643501,all,GRS 1915+105
0.9827747924133746,all,GRS 1915+105
0.9903746666956504,all,GRS 1915+105
0.9972196428813217,all,GRS 1915+105
0.9942189308870434,all,GRS 1915+105
0.970346179792955,all,GRS 1915+105
0.9913016469226612,all,GRS 1915+105
0.9839128495712087,all,GRS 1915+105
0.9734539697907101,all,GRS 1915+105
0.9778808940652252,all,GRS 1915+105
0.9729015734055527,all,GRS 1915+105
0.9803709234193645,all,GRS 1915+105
0.9727034211770588,all,GRS 1915+105
0.9697200592678256,all,GRS 1915+105
0.9847911912778277,all,GRS 1915+105
0.9862873054825964,all,GRS 1915+105
0.9781240299990839,all,GRS 1915+105
0.9936765130393597,all,GRS 1915+105
0.9773956941350489,all,GRS 1915+105
0.9769722545487446,all,GRS 1915+105
0.986604889823457,all,GRS 1915+105
0.9786757441505666,all,GRS 1915+105
0.9808479772902614,all,GRS 1915+105
0.9547956152938093,all,GRS 1915+105
0.9801670738473798,all,GRS 1915+105
0.9617280406252874,all,GRS 1915+105
0.9677904942900113,all,GRS 1915+105
0.966646774612445,all,GRS 1915+105
0.9695741684646617,all,GRS 1915+105
0.9745114614036775,all,GRS 1915+105
0.9751350738445451,all,GRS 1915+105
0.9866427520425712,all,GRS 1915+105
0.9822238781413469,all,GRS 1915+105
0.9609892557118201,all,GRS 1915+105
0.980832946375468,all,GRS 1915+105
0.9831825524658343,all,GRS 1915+105
0.9767143348374704,all,GRS 1915+105
0.979391140230933,all,GRS 1915+105
0.9819031012539705,all,GRS 1915+105
0.9876459959763558,all,GRS 1915+105
0.9642512001253727,all,GRS 1915+105
0.9775568296136035,all,GRS 1915+105
0.9950833609805773,all,GRS 1915+105
0.9941666130829796,all,GRS 1915+105
0.9885093692777578,all,GRS 1915+105
0.9853682468395567,all,GRS 1915+105
0.9965463474840208,all,GRS 1915+105
0.9991784800160667,all,GRS 1915+105
0.9787092001195314,all,GRS 1915+105
0.9703056755671168,all,GRS 1915+105
0.977297076823755,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9643064365727481,all,GRS 1915+105
0.9752946086047058,all,GRS 1915+105
0.9658730884750737,all,GRS 1915+105
0.9812476386287738,all,GRS 1915+105
0.9679730897110513,all,GRS 1915+105
0.9789124897716638,all,GRS 1915+105
0.9604990483998124,all,GRS 1915+105
0.9861762066508465,all,GRS 1915+105
0.9922234525646797,all,GRS 1915+105
0.9761605637793654,all,GRS 1915+105
0.978648699929243,all,GRS 1915+105
0.9783659276926868,all,GRS 1915+105
0.9818091067522502,all,GRS 1915+105
0.9796183041303357,all,GRS 1915+105
0.987681169524307,all,GRS 1915+105
0.9923303913345094,all,GRS 1915+105
0.9718592877750781,all,GRS 1915+105
0.976906715072257,all,GRS 1915+105
0.9890161944892474,all,GRS 1915+105
0.9657833095194096,all,GRS 1915+105
0.9602927871815443,all,GRS 1915+105
0.9822631595289848,all,GRS 1915+105
0.9849634641107049,all,GRS 1915+105
0.972776998120464,all,GRS 1915+105
0.9742134894587954,all,GRS 1915+105
0.972398076782591,all,GRS 1915+105
0.9713307476065557,all,GRS 1915+105
0.9869349582060459,all,GRS 1915+105
0.9681950151300236,all,GRS 1915+105
0.9773447713856664,all,GRS 1915+105
0.9709466383248515,all,GRS 1915+105
0.9654471102409878,all,GRS 1915+105
0.9887017817474677,all,GRS 1915+105
0.9748017477782646,all,GRS 1915+105
0.9818844008042076,all,GRS 1915+105
0.9649192412019899,all,GRS 1915+105
0.9725806054624352,all,GRS 1915+105
0.9875608788069501,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9602378393560969,all,GRS 1915+105
0.9779889220471057,all,GRS 1915+105
0.984122805981435,all,GRS 1915+105
0.9738389984676071,all,GRS 1915+105
0.9884952198699413,all,GRS 1915+105
0.9713326732933969,all,GRS 1915+105
0.9815384766021664,all,GRS 1915+105
0.9747792809550164,all,GRS 1915+105
0.9921943108295477,all,GRS 1915+105
0.9732363549696439,all,GRS 1915+105
0.9764812620371348,all,GRS 1915+105
0.9894568903749715,all,GRS 1915+105
0.9697196134090713,all,GRS 1915+105
0.9806875005676357,all,GRS 1915+105
0.961774656563134,all,GRS 1915+105
0.9691206654137092,all,GRS 1915+105
0.983821312758908,all,GRS 1915+105
0.9700930249046377,all,GRS 1915+105
0.974554270681762,all,GRS 1915+105
0.9849308640204794,all,GRS 1915+105
0.9742081385885307,all,GRS 1915+105
0.9882284207321635,all,GRS 1915+105
0.9821566278748606,all,GRS 1915+105
0.984356831119245,all,GRS 1915+105
0.9924096559873853,all,GRS 1915+105
0.9831982306261406,all,GRS 1915+105
0.9953884729046935,all,GRS 1915+105
0.9891126228303783,all,GRS 1915+105
0.9747654757016554,all,GRS 1915+105
0.9929314807502126,all,GRS 1915+105
0.9826386602090295,all,GRS 1915+105
0.9760532029133949,all,GRS 1915+105
0.9827838569532088,all,GRS 1915+105
0.9911232682439026,all,GRS 1915+105
0.9845504509424222,all,GRS 1915+105
0.998223928325514,all,GRS 1915+105
0.9908653055789882,all,GRS 1915+105
0.9852316003340216,all,GRS 1915+105
0.9697393191725884,all,GRS 1915+105
0.9782026748598988,all,GRS 1915+105
0.9807166413975085,all,GRS 1915+105
0.9869663150121775,all,GRS 1915+105
0.9863733304127219,all,GRS 1915+105
0.9816954041021828,all,GRS 1915+105
0.9812034991537717,all,GRS 1915+105
0.9872045689507607,all,GRS 1915+105
0.9714141377437001,all,GRS 1915+105
0.9969551581924986,all,GRS 1915+105
0.9595283311483652,all,GRS 1915+105
0.9945540948217203,all,GRS 1915+105
0.9795481447157484,all,GRS 1915+105
0.990025798142716,all,GRS 1915+105
0.9836384043429262,all,GRS 1915+105
0.983460344109108,all,GRS 1915+105
0.9855425447602651,all,GRS 1915+105
0.9880905428908777,all,GRS 1915+105
0.9767116917341275,all,GRS 1915+105
0.9903479913052623,all,GRS 1915+105
0.9691552937642122,all,GRS 1915+105
0.9799466942667387,all,GRS 1915+105
0.9883596992427227,all,GRS 1915+105
0.9899501757961588,all,GRS 1915+105
0.984607888482614,all,GRS 1915+105
0.9760660756204427,all,GRS 1915+105
0.988967077783687,all,GRS 1915+105
0.9733063376088125,all,GRS 1915+105
0.9975140907374891,all,GRS 1915+105
0.9791532910250034,all,GRS 1915+105
0.9646037430579404,all,GRS 1915+105
0.9680531653198344,all,GRS 1915+105
0.9804364363687958,all,GRS 1915+105
0.9813982527132605,all,GRS 1915+105
0.9996965668495109,all,GRS 1915+105
0.9696150066238577,all,GRS 1915+105
0.9803946219930393,all,GRS 1915+105
0.9694057859291794,all,GRS 1915+105
0.975073451467866,all,GRS 1915+105
0.9968397203006933,all,GRS 1915+105
0.9686366377684401,all,GRS 1915+105
0.9858704242406783,all,GRS 1915+105
0.9839290735901439,all,GRS 1915+105
0.9797582857364179,all,GRS 1915+105
0.9851943662319174,all,GRS 1915+105
0.968399796180567,all,GRS 1915+105
0.9965632250780355,all,GRS 1915+105
0.9992484549512352,all,GRS 1915+105
0.9804710469775931,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9760097206845008,all,GRS 1915+105
0.9840043199385627,all,GRS 1915+105
0.9943188906377451,all,GRS 1915+105
0.9754099553977709,all,GRS 1915+105
0.9661845094112056,all,GRS 1915+105
0.9638828293438114,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9747097534936122,all,GRS 1915+105
0.978142632365815,all,GRS 1915+105
0.9688723592167895,all,GRS 1915+105
0.9894833927932919,all,GRS 1915+105
0.9721844014077541,all,GRS 1915+105
0.9750873697233867,all,GRS 1915+105
0.9829952041941616,all,GRS 1915+105
0.9693595407275443,all,GRS 1915+105
0.9782141773048577,all,GRS 1915+105
0.9940220958950327,all,GRS 1915+105
0.9842825439751686,all,GRS 1915+105
0.9813054229242836,all,GRS 1915+105
0.9821486470946387,all,GRS 1915+105
0.9761086490402343,all,GRS 1915+105
0.9999615231975493,all,GRS 1915+105
0.9718784286946593,all,GRS 1915+105
0.9821092616196393,all,GRS 1915+105
0.9811502556634281,all,GRS 1915+105
0.9900876250713313,all,GRS 1915+105
0.9910317393879364,all,GRS 1915+105
0.9796798119551293,all,GRS 1915+105
0.9829066649311304,all,GRS 1915+105
0.9832853475391394,all,GRS 1915+105
0.957278583444294,all,GRS 1915+105
0.9641101039752222,all,GRS 1915+105
0.9739493630927802,all,GRS 1915+105
0.9743840132362313,all,GRS 1915+105
0.9680071757803587,all,GRS 1915+105
0.9874958257137363,all,GRS 1915+105
0.9800211842101747,all,GRS 1915+105
0.9778530545261316,all,GRS 1915+105
0.9674384472549261,all,GRS 1915+105
0.9795545513575521,all,GRS 1915+105
0.9537331524400139,all,GRS 1915+105
0.9783704368919416,all,GRS 1915+105
0.9806318366880775,all,GRS 1915+105
0.982419149843215,all,GRS 1915+105
0.9643589823652072,all,GRS 1915+105
0.9822481673669148,all,GRS 1915+105
0.9695856873013545,all,GRS 1915+105
0.9718753016770767,all,GRS 1915+105
0.9871793138582267,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9805135875880268,all,GRS 1915+105
0.9718290454135977,all,GRS 1915+105
0.9818867044751,all,GRS 1915+105
0.9893902915749915,all,GRS 1915+105
0.9862099756587274,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9728466243090533,all,GRS 1915+105
0.9825223147991929,all,GRS 1915+105
0.995489179534182,all,GRS 1915+105
0.9948615923701853,all,GRS 1915+105
0.9604992207347561,all,GRS 1915+105
0.9799664237996002,all,GRS 1915+105
0.9948452076584869,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9870379588375082,all,GRS 1915+105
0.9763213670630352,all,GRS 1915+105
0.9699079684756261,all,GRS 1915+105
1.0,all,GRS 1915+105
0.9872874158646576,all,GRS 1915+105
0.9715193307311458,all,GRS 1915+105
0.9779684363366622,all,GRS 1915+105
0.983101865168287,all,GRS 1915+105
0.9854380665388811,all,GRS 1915+105
0.9710038134245421,all,GRS 1915+105
0.973858095818745,all,GRS 1915+105
0.9634706543762703,all,GRS 1915+105
0.9903976228960478,all,GRS 1915+105
0.9765838153322968,all,GRS 1915+105
0.9846632164918329,all,GRS 1915+105
0.9942225850857632,all,GRS 1915+105
0.9821987014237394,all,GRS 1915+105
0.9788702952405093,all,GRS 1915+105
0.9819392147688393,all,GRS 1915+105
0.9806319360385023,all,GRS 1915+105
0.9924616499787794,all,GRS 1915+105
0.9831083839753879,all,GRS 1915+105
0.9745559898042109,all,GRS 1915+105
0.9904784905688975,all,GRS 1915+105
0.9923048435635835,all,GRS 1915+105
0.9666166937317954,all,GRS 1915+105
0.9953278388476811,all,GRS 1915+105
0.9836471177320848,all,GRS 1915+105
0.982832699501466,all,GRS 1915+105
0.9900662463159652,all,GRS 1915+105
0.9743302360899572,all,GRS 1915+105
0.9895416451419092,all,GRS 1915+105
0.9762322453026214,all,GRS 1915+105
0.9652504932028966,all,GRS 1915+105
0.9700224372089307,all,GRS 1915+105
0.9856702183290322,all,GRS 1915+105
0.9705453166000534,all,GRS 1915+105
0.9961007612318965,all,GRS 1915+105
0.9918928345343964,all,GRS 1915+105
0.9933343916603297,all,GRS 1915+105
0.9812477857967741,all,GRS 1915+105
0.9825786161729496,all,GRS 1915+105
0.9680628814575573,all,GRS 1915+105
0.9899578351015749,all,GRS 1915+105
0.9837983345503708,all,GRS 1915+105
0.9856730562529226,all,GRS 1915+105
0.9968831181145288,all,GRS 1915+105
0.9739403701605249,all,GRS 1915+105
0.9787385845012267,all,GRS 1915+105
0.9832667092154217,all,GRS 1915+105
0.9706456459454129,all,GRS 1915+105
0.9781240117872316,all,GRS 1915+105
0.9849294981046697,all,GRS 1915+105
0.9767457872862717,all,GRS 1915+105
0.9930898940972911,all,GRS 1915+105
0.96489075438183,all,GRS 1915+105
0.9912277124023334,all,GRS 1915+105
0.98661185474816,all,GRS 1915+105
0.9743117141244341,all,GRS 1915+105
0.9707559143177,all,GRS 1915+105
0.9591971738275754,all,GRS 1915+105
0.9720482498758617,all,GRS 1915+105
0.99047176655003,all,GRS 1915+105
0.9794391427372132,all,GRS 1915+105
0.9916298088039184,all,GRS 1915+105
0.9738012892937544,all,GRS 1915+105
0.9870710616010656,all,GRS 1915+105
0.9728250139791558,all,GRS 1915+105
0.9703442499379016,all,GRS 1915+105
0.9789287278282932,all,GRS 1915+105
0.9733503348868,all,GRS 1915+105
0.9645717785096278,all,GRS 1915+105
0.9781768529928301,all,GRS 1915+105
0.9810643541643129,all,GRS 1915+105
0.9926835861149607,all,GRS 1915+105
0.9893680567713306,all,GRS 1915+105
0.9921994319923283,all,GRS 1915+105
